[    5s] live=6487    est=6487    fail=0      rej=0      stall=0      drop=0      frames/s=3406     p50=41.0ms p99=81.9ms heap=39MB
[   10s] live=12987   est=12987   fail=0      rej=0      stall=0      drop=0      frames/s=9919     p50=81.9ms p99=229.4ms heap=78MB
[   15s] live=19435   est=19435   fail=0      rej=0      stall=0      drop=0      frames/s=16262    p50=114.7ms p99=393.2ms heap=111MB
ramp complete in 15.6s: established=20000 failed=0 rejected=0
[   20s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20158    p50=131.1ms p99=393.2ms heap=115MB
[   25s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20002    p50=131.1ms p99=393.2ms heap=116MB
[   30s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19999    p50=163.8ms p99=393.2ms heap=116MB
[   35s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19994    p50=163.8ms p99=393.2ms heap=116MB
[   40s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20006    p50=163.8ms p99=393.2ms heap=117MB
[   45s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20003    p50=163.8ms p99=393.2ms heap=117MB
[   50s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19991    p50=163.8ms p99=393.2ms heap=117MB
[   55s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19281    p50=163.8ms p99=393.2ms heap=118MB
[   60s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20716    p50=163.8ms p99=393.2ms heap=118MB
[   65s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20010    p50=163.8ms p99=393.2ms heap=119MB
[   70s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19990    p50=163.8ms p99=393.2ms heap=119MB
[   75s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20001    p50=163.8ms p99=393.2ms heap=119MB
[   80s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20009    p50=163.8ms p99=393.2ms heap=120MB
[   85s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19997    p50=163.8ms p99=393.2ms heap=120MB
[   90s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20003    p50=163.8ms p99=393.2ms heap=121MB
[   95s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19997    p50=163.8ms p99=393.2ms heap=121MB
[  100s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19997    p50=163.8ms p99=393.2ms heap=121MB
[  105s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20002    p50=163.8ms p99=393.2ms heap=122MB
{
  "bytesPerSec": 5339980.926418794,
  "clientGoroutines": 20002,
  "clientHeapMb": 121.69297790527344,
  "connFailed": 0,
  "connRejected": 0,
  "connStalled": 0,
  "deliveryRatio": 0.9999964281683135,
  "dialed": 20000,
  "droppedDuringHold": 0,
  "droppedTotal": 0,
  "errors": {},
  "established": 20000,
  "expectedFramesDuringHold": 1800006.42932,
  "firstFrameSeen": 20000,
  "framesDuringHold": 1800000,
  "framesPerSec": 19999.92856336627,
  "holdSeconds": 90.000321466,
  "id": "3",
  "latencyMillis": {
    "max": 458.752,
    "p50": 163.84,
    "p90": 262.144,
    "p95": 327.68,
    "p99": 393.216,
    "p999": 458.752
  },
  "liveAtEnd": 20000,
  "liveAtHoldStart": 20000,
  "malformed": 0,
  "mbitPerSec": 42.71984741135036,
  "mode": "ws",
  "rampRate": 1333,
  "rampSeconds": 15.595402994,
  "requestedConns": 20000,
  "rooms": 1,
  "target": "192.168.155.2:8080"
}
