[    5s] live=3992    est=3992    fail=0      rej=0      stall=0      drop=0      frames/s=2272     p50=49.2ms p99=98.3ms heap=19MB
[   10s] live=7989    est=7989    fail=0      rej=0      stall=0      drop=0      frames/s=6269     p50=65.5ms p99=131.1ms heap=39MB
[   15s] live=11888   est=11888   fail=0      rej=0      stall=0      drop=0      frames/s=9580     p50=81.9ms p99=163.8ms heap=65MB
[   20s] live=15864   est=15864   fail=0      rej=0      stall=0      drop=0      frames/s=13689    p50=98.3ms p99=229.4ms heap=79MB
[   25s] live=19904   est=19904   fail=0      rej=0      stall=0      drop=0      frames/s=16954    p50=114.7ms p99=262.1ms heap=104MB
ramp complete in 25.2s: established=20000 failed=0 rejected=0
[   30s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19880    p50=131.1ms p99=327.7ms heap=104MB
[   35s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20341    p50=131.1ms p99=327.7ms heap=104MB
[   40s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20197    p50=163.8ms p99=327.7ms heap=104MB
[   45s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19457    p50=163.8ms p99=327.7ms heap=104MB
[   50s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19909    p50=163.8ms p99=327.7ms heap=104MB
[   55s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20083    p50=163.8ms p99=327.7ms heap=104MB
[   60s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20142    p50=163.8ms p99=327.7ms heap=104MB
[   65s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19963    p50=163.8ms p99=327.7ms heap=104MB
[   70s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20169    p50=163.8ms p99=327.7ms heap=104MB
[   75s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19917    p50=163.8ms p99=327.7ms heap=104MB
[   80s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19969    p50=163.8ms p99=327.7ms heap=104MB
[   85s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19941    p50=163.8ms p99=327.7ms heap=104MB
[   90s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20088    p50=163.8ms p99=327.7ms heap=104MB
[   95s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19884    p50=163.8ms p99=327.7ms heap=104MB
[  100s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20211    p50=163.8ms p99=327.7ms heap=104MB
[  105s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19819    p50=163.8ms p99=327.7ms heap=104MB
[  110s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20190    p50=163.8ms p99=327.7ms heap=104MB
[  115s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=21326    p50=163.8ms p99=327.7ms heap=104MB
{
  "bytesPerSec": 5579994.7941748565,
  "clientGoroutines": 20002,
  "clientHeapMb": 104.45108032226562,
  "connFailed": 0,
  "connRejected": 0,
  "connStalled": 0,
  "deliveryRatio": 0.9999990670564259,
  "dialed": 20000,
  "droppedDuringHold": 0,
  "droppedTotal": 0,
  "errors": {},
  "established": 20000,
  "expectedFramesDuringHold": 1800001.6793,
  "firstFrameSeen": 20000,
  "framesDuringHold": 1800000,
  "framesPerSec": 19999.981341128518,
  "holdSeconds": 90.000083965,
  "id": "5",
  "latencyMillis": {
    "max": 327.68,
    "p50": 163.84,
    "p90": 262.144,
    "p95": 327.68,
    "p99": 327.68,
    "p999": 327.68
  },
  "liveAtEnd": 20000,
  "liveAtHoldStart": 20000,
  "malformed": 0,
  "mbitPerSec": 44.63995835339885,
  "mode": "sse",
  "rampRate": 800,
  "rampSeconds": 25.20362156,
  "requestedConns": 20000,
  "rooms": 1,
  "streamsPerConn": 1,
  "target": "192.168.156.2:8080"
}
