[    5s] live=3992    est=3992    fail=0      rej=0      stall=0      drop=0      frames/s=1713     p50=41.0ms p99=81.9ms heap=19MB
[   10s] live=7984    est=7984    fail=0      rej=0      stall=0      drop=0      frames/s=5714     p50=57.3ms p99=114.7ms heap=39MB
[   15s] live=11984   est=11984   fail=0      rej=0      stall=0      drop=0      frames/s=9711     p50=81.9ms p99=163.8ms heap=65MB
[   20s] live=15968   est=15968   fail=0      rej=0      stall=0      drop=0      frames/s=13714    p50=98.3ms p99=229.4ms heap=79MB
[   25s] live=19992   est=19992   fail=0      rej=0      stall=0      drop=0      frames/s=17705    p50=114.7ms p99=262.1ms heap=105MB
ramp complete in 25.2s: established=20000 failed=0 rejected=0
[   30s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19968    p50=131.1ms p99=327.7ms heap=105MB
[   35s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20033    p50=131.1ms p99=327.7ms heap=105MB
[   40s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19998    p50=163.8ms p99=327.7ms heap=105MB
[   45s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20001    p50=163.8ms p99=327.7ms heap=105MB
[   50s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19996    p50=163.8ms p99=327.7ms heap=105MB
[   55s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20007    p50=163.8ms p99=327.7ms heap=105MB
[   60s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19977    p50=163.8ms p99=327.7ms heap=105MB
[   65s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20022    p50=163.8ms p99=327.7ms heap=105MB
[   70s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19989    p50=163.8ms p99=327.7ms heap=105MB
[   75s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19997    p50=163.8ms p99=327.7ms heap=105MB
[   80s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20004    p50=163.8ms p99=327.7ms heap=105MB
[   85s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20001    p50=163.8ms p99=327.7ms heap=105MB
[   90s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19988    p50=163.8ms p99=327.7ms heap=105MB
[   95s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19990    p50=163.8ms p99=327.7ms heap=105MB
[  100s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20015    p50=163.8ms p99=327.7ms heap=105MB
[  105s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20003    p50=163.8ms p99=327.7ms heap=105MB
[  110s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20000    p50=163.8ms p99=327.7ms heap=105MB
[  115s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20017    p50=163.8ms p99=327.7ms heap=105MB
{
  "bytesPerSec": 5597160.448539714,
  "clientGoroutines": 20002,
  "clientHeapMb": 104.88970184326172,
  "connFailed": 0,
  "connRejected": 0,
  "connStalled": 0,
  "deliveryRatio": 1.0030753492006657,
  "dialed": 20000,
  "droppedDuringHold": 0,
  "droppedTotal": 0,
  "errors": {},
  "established": 20000,
  "expectedFramesDuringHold": 1800000.3702999998,
  "firstFrameSeen": 20000,
  "framesDuringHold": 1805536,
  "framesPerSec": 20061.506984013315,
  "holdSeconds": 90.000018515,
  "id": "3",
  "latencyMillis": {
    "max": 327.68,
    "p50": 163.84,
    "p90": 262.144,
    "p95": 327.68,
    "p99": 327.68,
    "p999": 327.68
  },
  "liveAtEnd": 20000,
  "liveAtHoldStart": 20000,
  "malformed": 0,
  "mbitPerSec": 44.777283588317715,
  "mode": "sse",
  "rampRate": 800,
  "rampSeconds": 25.202162106,
  "requestedConns": 20000,
  "rooms": 1,
  "streamsPerConn": 1,
  "target": "192.168.156.2:8080"
}
