[    5s] live=9980    est=9980    fail=0      rej=0      stall=0      drop=0      frames/s=5602     p50=57.3ms p99=131.1ms heap=52MB
[   10s] live=19978   est=19978   fail=0      rej=0      stall=0      drop=0      frames/s=12899    p50=98.3ms p99=262.1ms heap=105MB
ramp complete in 10.6s: established=20000 failed=0 rejected=0
[   15s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20184    p50=114.7ms p99=917.5ms heap=105MB
[   20s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20773    p50=131.1ms p99=917.5ms heap=105MB
[   25s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19930    p50=131.1ms p99=917.5ms heap=105MB
[   30s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20036    p50=131.1ms p99=917.5ms heap=105MB
[   35s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19439    p50=131.1ms p99=786.4ms heap=105MB
[   40s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20254    p50=131.1ms p99=786.4ms heap=105MB
[   45s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20543    p50=131.1ms p99=786.4ms heap=105MB
[   50s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19854    p50=131.1ms p99=786.4ms heap=105MB
[   55s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19920    p50=131.1ms p99=786.4ms heap=105MB
[   60s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20117    p50=131.1ms p99=786.4ms heap=105MB
[   65s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19868    p50=131.1ms p99=786.4ms heap=105MB
[   70s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20437    p50=131.1ms p99=655.4ms heap=105MB
[   75s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19630    p50=131.1ms p99=655.4ms heap=105MB
[   80s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20371    p50=131.1ms p99=655.4ms heap=105MB
[   85s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19550    p50=131.1ms p99=655.4ms heap=105MB
[   90s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19897    p50=131.1ms p99=655.4ms heap=105MB
[   95s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20297    p50=131.1ms p99=524.3ms heap=105MB
[  100s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20319    p50=131.1ms p99=524.3ms heap=105MB
{
  "bytesPerSec": 5604002.965397136,
  "clientGoroutines": 20002,
  "clientHeapMb": 104.8853530883789,
  "connFailed": 0,
  "connRejected": 0,
  "connStalled": 0,
  "deliveryRatio": 1.0043016067019956,
  "dialed": 20000,
  "droppedDuringHold": 0,
  "droppedTotal": 0,
  "errors": {},
  "established": 20000,
  "expectedFramesDuringHold": 1800017.0346600001,
  "firstFrameSeen": 20000,
  "framesDuringHold": 1807760,
  "framesPerSec": 20086.032134039913,
  "holdSeconds": 90.000851733,
  "id": "2",
  "latencyMillis": {
    "max": 917.504,
    "p50": 131.072,
    "p90": 229.376,
    "p95": 262.144,
    "p99": 524.288,
    "p999": 917.504
  },
  "liveAtEnd": 20000,
  "liveAtHoldStart": 20000,
  "malformed": 0,
  "mbitPerSec": 44.83202372317709,
  "mode": "sse",
  "rampRate": 2000,
  "rampSeconds": 10.601093701,
  "requestedConns": 20000,
  "rooms": 1,
  "streamsPerConn": 1,
  "target": "192.168.156.2:8080"
}
