[    5s] live=9668    est=9668    fail=0      rej=0      drop=0      frames/s=4284     p50=196.6ms p99=655.4ms heap=50MB
[   10s] live=19339   est=19339   fail=0      rej=0      drop=0      frames/s=11758    p50=327.7ms p99=1310.7ms heap=100MB
ramp complete in 10.6s: established=20000 failed=0 rejected=0
[   15s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=17724    p50=655.4ms p99=3145.7ms heap=100MB
[   20s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=21538    p50=917.5ms p99=3145.7ms heap=100MB
[   25s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=18083    p50=1048.6ms p99=3145.7ms heap=100MB
[   30s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=20651    p50=1310.7ms p99=3145.7ms heap=100MB
[   35s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=18629    p50=1310.7ms p99=3145.7ms heap=100MB
[   40s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=25833    p50=1310.7ms p99=3145.7ms heap=100MB
[   45s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=19106    p50=1048.6ms p99=3145.7ms heap=100MB
[   50s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=17656    p50=1048.6ms p99=3145.7ms heap=100MB
[   55s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=17527    p50=1048.6ms p99=3145.7ms heap=100MB
[   60s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=24835    p50=1048.6ms p99=3670.0ms heap=100MB
[   65s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=21263    p50=917.5ms p99=3145.7ms heap=100MB
[   70s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=19983    p50=786.4ms p99=3145.7ms heap=100MB
[   75s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=15639    p50=786.4ms p99=3145.7ms heap=100MB
[   80s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=16539    p50=786.4ms p99=3145.7ms heap=100MB
[   85s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=14827    p50=917.5ms p99=3670.0ms heap=100MB
[   90s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=20146    p50=917.5ms p99=5242.9ms heap=100MB
[   95s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=23431    p50=1048.6ms p99=6291.5ms heap=100MB
[  100s] live=20000   est=20000   fail=0      rej=0      drop=0      frames/s=24914    p50=1048.6ms p99=6291.5ms heap=100MB
{
  "bytesPerSec": 5567392.033536013,
  "clientGoroutines": 20002,
  "clientHeapMb": 100.17162322998047,
  "connFailed": 0,
  "connRejected": 0,
  "deliveryRatio": 0.9977405078021527,
  "dialed": 20000,
  "droppedDuringHold": 0,
  "droppedTotal": 0,
  "errors": {},
  "established": 20000,
  "expectedFramesDuringHold": 1800002.0906800001,
  "firstFrameSeen": 20000,
  "framesDuringHold": 1795935,
  "framesPerSec": 19954.810156043055,
  "holdSeconds": 90.000104534,
  "id": "2",
  "latencyMillis": {
    "max": 7340.032,
    "p50": 1048.576,
    "p90": 3145.728,
    "p95": 4194.304,
    "p99": 6291.456,
    "p999": 7340.032
  },
  "liveAtEnd": 20000,
  "liveAtHoldStart": 20000,
  "malformed": 0,
  "mbitPerSec": 44.539136268288104,
  "mode": "sse",
  "rampRate": 2000,
  "rampSeconds": 10.622956783,
  "requestedConns": 20000,
  "rooms": 1,
  "target": "192.168.155.2:8080"
}
