[    5s] live=6487    est=6487    fail=0      rej=0      stall=0      drop=0      frames/s=3474     p50=41.0ms p99=81.9ms heap=40MB
[   10s] live=12987   est=12987   fail=0      rej=0      stall=0      drop=0      frames/s=9969     p50=57.3ms p99=131.1ms heap=69MB
[   15s] live=19487   est=19487   fail=0      rej=0      stall=0      drop=0      frames/s=16479    p50=81.9ms p99=229.4ms heap=115MB
ramp complete in 15.6s: established=20000 failed=0 rejected=0
[   20s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19992    p50=98.3ms p99=262.1ms heap=119MB
[   25s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19998    p50=114.7ms p99=262.1ms heap=119MB
[   30s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19990    p50=114.7ms p99=262.1ms heap=120MB
[   35s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19983    p50=114.7ms p99=262.1ms heap=120MB
[   40s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20030    p50=114.7ms p99=262.1ms heap=121MB
[   45s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19983    p50=114.7ms p99=262.1ms heap=121MB
[   50s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19987    p50=114.7ms p99=262.1ms heap=121MB
[   55s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20002    p50=114.7ms p99=262.1ms heap=122MB
[   60s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20025    p50=114.7ms p99=262.1ms heap=122MB
[   65s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20004    p50=114.7ms p99=262.1ms heap=123MB
[   70s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19996    p50=114.7ms p99=262.1ms heap=123MB
[   75s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20004    p50=114.7ms p99=262.1ms heap=123MB
[   80s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19970    p50=114.7ms p99=262.1ms heap=124MB
[   85s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19998    p50=114.7ms p99=262.1ms heap=124MB
[   90s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20003    p50=114.7ms p99=262.1ms heap=124MB
[   95s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20027    p50=114.7ms p99=262.1ms heap=125MB
[  100s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20007    p50=114.7ms p99=262.1ms heap=125MB
[  105s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19993    p50=114.7ms p99=262.1ms heap=126MB
{
  "bytesPerSec": 5339935.993153881,
  "clientGoroutines": 20002,
  "clientHeapMb": 125.57611083984375,
  "connFailed": 0,
  "connRejected": 0,
  "connStalled": 0,
  "deliveryRatio": 0.9999880136992286,
  "dialed": 20000,
  "droppedDuringHold": 0,
  "droppedTotal": 0,
  "errors": {},
  "established": 20000,
  "expectedFramesDuringHold": 1800021.5756,
  "firstFrameSeen": 20000,
  "framesDuringHold": 1800000,
  "framesPerSec": 19999.760273984575,
  "holdSeconds": 90.00107878,
  "id": "3",
  "latencyMillis": {
    "max": 327.68,
    "p50": 114.688,
    "p90": 196.608,
    "p95": 229.376,
    "p99": 262.144,
    "p999": 327.68
  },
  "liveAtEnd": 20000,
  "liveAtHoldStart": 20000,
  "malformed": 0,
  "mbitPerSec": 42.71948794523105,
  "mode": "ws",
  "rampRate": 1333,
  "rampSeconds": 15.59783886,
  "requestedConns": 20000,
  "rooms": 1,
  "streamsPerConn": 1,
  "target": "192.168.156.2:8080"
}
