[    5s] live=6487    est=6487    fail=0      rej=0      stall=0      drop=0      frames/s=3005     p50=49.2ms p99=98.3ms heap=35MB
[   10s] live=12987   est=12987   fail=0      rej=0      stall=0      drop=0      frames/s=9513     p50=81.9ms p99=131.1ms heap=71MB
[   15s] live=19487   est=19487   fail=0      rej=0      stall=0      drop=0      frames/s=16010    p50=98.3ms p99=229.4ms heap=102MB
ramp complete in 15.6s: established=20000 failed=0 rejected=0
[   20s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19946    p50=98.3ms p99=229.4ms heap=105MB
[   25s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20000    p50=114.7ms p99=229.4ms heap=105MB
[   30s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20002    p50=114.7ms p99=229.4ms heap=105MB
[   35s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19996    p50=114.7ms p99=229.4ms heap=105MB
[   40s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20007    p50=114.7ms p99=229.4ms heap=105MB
[   45s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20016    p50=114.7ms p99=229.4ms heap=105MB
[   50s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19978    p50=131.1ms p99=229.4ms heap=105MB
[   55s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19999    p50=131.1ms p99=229.4ms heap=105MB
[   60s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20040    p50=131.1ms p99=229.4ms heap=105MB
[   65s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19999    p50=131.1ms p99=229.4ms heap=105MB
[   70s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20002    p50=131.1ms p99=229.4ms heap=105MB
[   75s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19979    p50=131.1ms p99=229.4ms heap=105MB
[   80s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19997    p50=131.1ms p99=229.4ms heap=105MB
[   85s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20021    p50=131.1ms p99=229.4ms heap=105MB
[   90s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19991    p50=131.1ms p99=229.4ms heap=105MB
[   95s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19995    p50=131.1ms p99=229.4ms heap=105MB
[  100s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19989    p50=131.1ms p99=229.4ms heap=105MB
[  105s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19988    p50=131.1ms p99=229.4ms heap=105MB
{
  "bytesPerSec": 5579946.528488406,
  "clientGoroutines": 20002,
  "clientHeapMb": 105.17765045166016,
  "connFailed": 0,
  "connRejected": 0,
  "connStalled": 0,
  "deliveryRatio": 0.9999904172918291,
  "dialed": 20000,
  "droppedDuringHold": 0,
  "droppedTotal": 0,
  "errors": {},
  "established": 20000,
  "expectedFramesDuringHold": 1800017.2490400001,
  "firstFrameSeen": 20000,
  "framesDuringHold": 1800000,
  "framesPerSec": 19999.808345836584,
  "holdSeconds": 90.000862452,
  "id": "2",
  "latencyMillis": {
    "max": 262.144,
    "p50": 131.072,
    "p90": 229.376,
    "p95": 229.376,
    "p99": 229.376,
    "p999": 262.144
  },
  "liveAtEnd": 20000,
  "liveAtHoldStart": 20000,
  "malformed": 0,
  "mbitPerSec": 44.639572227907244,
  "mode": "sse",
  "rampRate": 1333,
  "rampSeconds": 15.599388049,
  "requestedConns": 20000,
  "rooms": 1,
  "streamsPerConn": 1,
  "target": "192.168.156.2:8080"
}
