[    5s] live=6487    est=6487    fail=0      rej=0      stall=0      drop=0      frames/s=3020     p50=41.0ms p99=81.9ms heap=35MB
[   10s] live=12987   est=12987   fail=0      rej=0      stall=0      drop=0      frames/s=9517     p50=57.3ms p99=131.1ms heap=71MB
[   15s] live=19452   est=19452   fail=0      rej=0      stall=0      drop=0      frames/s=16018    p50=81.9ms p99=196.6ms heap=101MB
ramp complete in 16.0s: established=20000 failed=0 rejected=0
[   20s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19970    p50=98.3ms p99=196.6ms heap=104MB
[   25s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20008    p50=98.3ms p99=196.6ms heap=104MB
[   30s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19996    p50=98.3ms p99=196.6ms heap=104MB
[   35s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19996    p50=98.3ms p99=196.6ms heap=104MB
[   40s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20005    p50=114.7ms p99=196.6ms heap=104MB
[   45s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19995    p50=114.7ms p99=196.6ms heap=104MB
[   50s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19998    p50=114.7ms p99=196.6ms heap=104MB
[   55s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20003    p50=114.7ms p99=196.6ms heap=104MB
[   60s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20007    p50=114.7ms p99=196.6ms heap=104MB
[   65s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19995    p50=114.7ms p99=229.4ms heap=104MB
[   70s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20000    p50=114.7ms p99=229.4ms heap=104MB
[   75s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20000    p50=114.7ms p99=229.4ms heap=104MB
[   80s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20002    p50=114.7ms p99=229.4ms heap=104MB
[   85s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19991    p50=114.7ms p99=229.4ms heap=104MB
[   90s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20011    p50=114.7ms p99=229.4ms heap=104MB
[   95s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19995    p50=114.7ms p99=229.4ms heap=104MB
[  100s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19996    p50=114.7ms p99=229.4ms heap=104MB
[  105s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20004    p50=114.7ms p99=229.4ms heap=104MB
{
  "bytesPerSec": 5579944.580982411,
  "clientGoroutines": 20002,
  "clientHeapMb": 104.05840301513672,
  "connFailed": 0,
  "connRejected": 0,
  "connStalled": 0,
  "deliveryRatio": 0.9999900682764178,
  "dialed": 20000,
  "droppedDuringHold": 0,
  "droppedTotal": 0,
  "errors": {},
  "established": 20000,
  "expectedFramesDuringHold": 1800017.8772800001,
  "firstFrameSeen": 20000,
  "framesDuringHold": 1800000,
  "framesPerSec": 19999.801365528358,
  "holdSeconds": 90.000893864,
  "id": "2",
  "latencyMillis": {
    "max": 393.216,
    "p50": 114.688,
    "p90": 163.84,
    "p95": 196.608,
    "p99": 229.376,
    "p999": 327.68
  },
  "liveAtEnd": 20000,
  "liveAtHoldStart": 20000,
  "malformed": 0,
  "mbitPerSec": 44.63955664785929,
  "mode": "sse",
  "rampRate": 1333,
  "rampSeconds": 15.994460968,
  "requestedConns": 20000,
  "rooms": 1,
  "streamsPerConn": 1,
  "target": "192.168.155.2:8080"
}
