[    5s] live=4990    est=4990    fail=0      rej=0      stall=0      drop=0      frames/s=2420     p50=20.5ms p99=57.3ms heap=26MB
[   10s] live=9990    est=9990    fail=0      rej=0      stall=0      drop=0      frames/s=7420     p50=41.0ms p99=98.3ms heap=52MB
[   15s] live=14990   est=14990   fail=0      rej=0      stall=0      drop=0      frames/s=12417    p50=57.3ms p99=163.8ms heap=72MB
[   20s] live=19980   est=19980   fail=0      rej=0      stall=0      drop=0      frames/s=17425    p50=81.9ms p99=196.6ms heap=104MB
ramp complete in 21.2s: established=20000 failed=0 rejected=0
[   25s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19979    p50=98.3ms p99=229.4ms heap=105MB
[   30s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19999    p50=98.3ms p99=229.4ms heap=105MB
[   35s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20010    p50=98.3ms p99=229.4ms heap=105MB
[   40s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19970    p50=114.7ms p99=229.4ms heap=105MB
[   45s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20001    p50=114.7ms p99=229.4ms heap=105MB
[   50s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20033    p50=114.7ms p99=229.4ms heap=105MB
[   55s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20001    p50=114.7ms p99=229.4ms heap=105MB
[   60s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19976    p50=114.7ms p99=229.4ms heap=105MB
[   65s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20027    p50=114.7ms p99=229.4ms heap=105MB
[   70s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20000    p50=114.7ms p99=229.4ms heap=105MB
[   75s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19964    p50=114.7ms p99=229.4ms heap=105MB
[   80s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20010    p50=114.7ms p99=229.4ms heap=105MB
[   85s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20021    p50=114.7ms p99=229.4ms heap=105MB
[   90s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19979    p50=131.1ms p99=229.4ms heap=105MB
[   95s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20018    p50=131.1ms p99=229.4ms heap=105MB
[  100s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19981    p50=131.1ms p99=229.4ms heap=105MB
[  105s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19999    p50=131.1ms p99=229.4ms heap=105MB
[  110s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20002    p50=131.1ms p99=229.4ms heap=105MB
{
  "bytesPerSec": 5579957.725496277,
  "clientGoroutines": 20002,
  "clientHeapMb": 104.51193237304688,
  "connFailed": 0,
  "connRejected": 0,
  "connStalled": 0,
  "deliveryRatio": 0.9999924239240641,
  "dialed": 20000,
  "droppedDuringHold": 0,
  "droppedTotal": 0,
  "errors": {},
  "established": 20000,
  "expectedFramesDuringHold": 1800013.63704,
  "firstFrameSeen": 20000,
  "framesDuringHold": 1800000,
  "framesPerSec": 19999.84847848128,
  "holdSeconds": 90.000681852,
  "id": "1",
  "latencyMillis": {
    "max": 229.376,
    "p50": 131.072,
    "p90": 196.608,
    "p95": 229.376,
    "p99": 229.376,
    "p999": 229.376
  },
  "liveAtEnd": 20000,
  "liveAtHoldStart": 20000,
  "malformed": 0,
  "mbitPerSec": 44.63966180397022,
  "mode": "sse",
  "rampRate": 1000,
  "rampSeconds": 21.227428379,
  "requestedConns": 20000,
  "rooms": 1,
  "streamsPerConn": 1,
  "target": "192.168.156.2:8080"
}
