[    5s] live=5350    est=5350    fail=0      rej=0      stall=0      drop=0      frames/s=2755     p50=57.3ms p99=163.8ms heap=34MB
[   10s] live=11993   est=11993   fail=0      rej=0      stall=0      drop=0      frames/s=9508     p50=65.5ms p99=163.8ms heap=69MB
[   15s] live=18328   est=18328   fail=0      rej=0      stall=0      drop=0      frames/s=15418    p50=98.3ms p99=262.1ms heap=98MB
ramp complete in 16.4s: established=20000 failed=0 rejected=0
[   20s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19608    p50=114.7ms p99=327.7ms heap=101MB
[   25s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20128    p50=131.1ms p99=327.7ms heap=101MB
[   30s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19843    p50=131.1ms p99=327.7ms heap=101MB
[   35s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20001    p50=131.1ms p99=327.7ms heap=101MB
[   40s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20114    p50=131.1ms p99=327.7ms heap=101MB
[   45s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19999    p50=131.1ms p99=327.7ms heap=101MB
[   50s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20014    p50=131.1ms p99=327.7ms heap=101MB
[   55s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19954    p50=131.1ms p99=327.7ms heap=101MB
[   60s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20156    p50=131.1ms p99=327.7ms heap=101MB
[   65s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19823    p50=131.1ms p99=327.7ms heap=101MB
[   70s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20078    p50=131.1ms p99=327.7ms heap=101MB
[   75s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20015    p50=131.1ms p99=327.7ms heap=101MB
[   80s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20484    p50=131.1ms p99=327.7ms heap=101MB
[   85s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19357    p50=131.1ms p99=327.7ms heap=101MB
[   90s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20024    p50=131.1ms p99=327.7ms heap=101MB
[   95s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=19990    p50=131.1ms p99=327.7ms heap=101MB
[  100s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20135    p50=131.1ms p99=327.7ms heap=101MB
[  105s] live=20000   est=20000   fail=0      rej=0      stall=0      drop=0      frames/s=20193    p50=131.1ms p99=327.7ms heap=101MB
{
  "bytesPerSec": 5579968.878281578,
  "clientGoroutines": 20002,
  "clientHeapMb": 101.12642669677734,
  "connFailed": 0,
  "connRejected": 0,
  "connStalled": 0,
  "deliveryRatio": 0.9999944226311073,
  "dialed": 20000,
  "droppedDuringHold": 0,
  "droppedTotal": 0,
  "errors": {},
  "established": 20000,
  "expectedFramesDuringHold": 1800010.03932,
  "firstFrameSeen": 20000,
  "framesDuringHold": 1800000,
  "framesPerSec": 19999.888452622145,
  "holdSeconds": 90.000501966,
  "id": "1",
  "latencyMillis": {
    "max": 327.68,
    "p50": 131.072,
    "p90": 229.376,
    "p95": 229.376,
    "p99": 262.144,
    "p999": 327.68
  },
  "liveAtEnd": 20000,
  "liveAtHoldStart": 20000,
  "malformed": 0,
  "mbitPerSec": 44.639751026252625,
  "mode": "sse",
  "rampRate": 1333,
  "rampSeconds": 16.405544633,
  "requestedConns": 20000,
  "rooms": 1,
  "streamsPerConn": 1,
  "target": "192.168.156.2:8080"
}
