[    5s] live=6487    est=6487    fail=0      rej=0      stall=0      drop=0      frames/s=2706     p50=57.3ms p99=98.3ms heap=35MB
[   10s] live=12987   est=12987   fail=0      rej=0      stall=0      drop=0      frames/s=9216     p50=81.9ms p99=262.1ms heap=71MB
[   15s] live=19298   est=19298   fail=0      rej=0      stall=0      drop=0      frames/s=15695    p50=114.7ms p99=393.2ms heap=101MB
ramp complete in 15.5s: established=19333 failed=0 rejected=0
[   20s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19329    p50=163.8ms p99=786.4ms heap=101MB
[   25s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19366    p50=163.8ms p99=786.4ms heap=101MB
[   30s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19335    p50=163.8ms p99=786.4ms heap=101MB
[   35s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19332    p50=196.6ms p99=786.4ms heap=101MB
[   40s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19335    p50=196.6ms p99=786.4ms heap=101MB
[   45s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19328    p50=196.6ms p99=786.4ms heap=101MB
[   50s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19323    p50=196.6ms p99=917.5ms heap=101MB
[   55s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19312    p50=196.6ms p99=917.5ms heap=101MB
[   60s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19348    p50=196.6ms p99=917.5ms heap=101MB
[   65s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19351    p50=196.6ms p99=917.5ms heap=101MB
[   70s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19299    p50=196.6ms p99=786.4ms heap=101MB
[   75s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19353    p50=196.6ms p99=917.5ms heap=101MB
[   80s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19347    p50=196.6ms p99=917.5ms heap=101MB
[   85s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19337    p50=196.6ms p99=786.4ms heap=101MB
[   90s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19308    p50=196.6ms p99=786.4ms heap=101MB
[   95s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19321    p50=196.6ms p99=786.4ms heap=101MB
[  100s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19365    p50=196.6ms p99=786.4ms heap=101MB
[  105s] live=19333   est=19333   fail=0      rej=0      stall=0      drop=0      frames/s=19317    p50=196.6ms p99=786.4ms heap=101MB
{
  "bytesPerSec": 5420740.421888881,
  "clientGoroutines": 19335,
  "clientHeapMb": 100.82402801513672,
  "connFailed": 0,
  "connRejected": 0,
  "connStalled": 0,
  "deliveryRatio": 1.0049747653952656,
  "dialed": 19333,
  "droppedDuringHold": 0,
  "droppedTotal": 0,
  "errors": {},
  "established": 19333,
  "expectedFramesDuringHold": 1740162.101793843,
  "firstFrameSeen": 19333,
  "framesDuringHold": 1748819,
  "framesPerSec": 19429.177139386673,
  "holdSeconds": 90.009936471,
  "id": "1",
  "latencyMillis": {
    "max": 917.504,
    "p50": 196.608,
    "p90": 786.432,
    "p95": 786.432,
    "p99": 786.432,
    "p999": 917.504
  },
  "liveAtEnd": 19333,
  "liveAtHoldStart": 19333,
  "malformed": 0,
  "mbitPerSec": 43.36592337511105,
  "mode": "sse",
  "rampRate": 1333,
  "rampSeconds": 15.495455567,
  "requestedConns": 19333,
  "rooms": 1,
  "streamsPerConn": 1,
  "target": "192.168.156.2:8080"
}
